Python GUI Programming Cookbook 	 005.133  	 Computer science, information & general works/Computer science, knowledge & systems/Computer programming, programs & data/Python GUI Programming Cookbook_ Over 80 Object-Oriented Recipes To Help You Create Mind-Blowing GUIs In Python - Burkhard A. Meier
Python One-Liners 	 005.133  	 Computer science, information & general works/Computer science, knowledge & systems/Computer programming, programs & data/Python One-Liners_ Write Concise, Eloquent Python Like A Professional - Dpunkt.Verlag [Publisher], Christian Mayer
Romanian-Grammar 	 459  	 Language/Italian, Romanian & related languages/Romanian & related languages/Descriptive Romanian Grammar_ An Outline - Laura Daniliuc
Sanskrit Text 	 294.385  	 Religion/Other religions/Religions of Indic origin/The Philosophy Of The Middle Way =_ Mūlamadhyamakakārikā - David J. Kalupahana, J. W. de 1921-2000 Jong, Chr. Lindtner, active 2nd century Nāgārjuna
Spanish-Advanced 	 468.3421  	 Language/Spanish & Portuguese languages/Standard Spanish usage/Communicating In Spanish. Novice/Elementary Level - Conrad J. Schmitt, Protase E. Woodford
Spanish-Grammar 	 468.2421  	 Language/Spanish & Portuguese languages/Standard Spanish usage/Schaum'S Outline Of Spanish Grammar - Conrad J. Schmitt
Sumerian 	 299.92  	 Religion/Other religions/Religions not provided for elsewhere/Sumerian Mythology;_ A Study Of Spiritual And Literary Achievement In The Third Millennium B.C - Samuel Noah Kramer
Tagalog for Beginners 	 499.21182421  	 Language/Other languages/Austronesian & other languages/Tagalog For Beginners, - Teresita V. Ramos, Videa P. De Guzman
Teach Yourself_ Indonesian 	 499.22182421  	 Language/Other languages/Austronesian & other languages/Teach Yourself Indonesian - John B Kwee
TheGirlWithoutASound_Book_isiZulu - draft02 	 823.92  	 Literature/English & Old English literatures/English fiction/The Girl Without A Sound - Buhle Ngaba
The Grammar of Words_ An Introduction to Linguistic Morphology (Oxford Textbooks in Linguistics) 	 415.9  	 Language/Linguistics/Grammar/The Grammar Of Words_ An Introduction To Linguistic Morphology - Oxford University Press [Publisher], G. E. Booij
The Little Schemer 	 005.133  	 Computer science, information & general works/Computer science, knowledge & systems/Computer programming, programs & data/The Little Schemer - Daniel P. Friedman, Matthias Felleisen
The Pocket Handbook of Image Processing Algorithms In C 	 621.3670285533  	 Technology/Engineering/Applied physics/The Pocket Handbook Of Image Processing Algorithms In C - Harley R. Myler, Arthur R. Weeks
The Study of Language 	 410.9 : Language/Linguistics/Linguistics/History Of The Language Sciences_ An International Handbook On The Evolution Of The Study Of Language From The Beginnings To The Present = Geschichte Der Sprachwissenschaften : Ein Internationales Handbuch Zur Entwicklung Der Sprachforschung Von Den Anfängen Bis Zur Gegenwart = Histoire Des Sciences Du Langage  	 Manuel International Sur L'Évolution De L'Étude Du Langage Des Origines À Nos Jours - Sylvain Auroux, Hans-Josef Niederehe, E. F. K. Koerner, Sören Philipps
think-python 	 005.133  	 Computer science, information & general works/Computer science, knowledge & systems/Computer programming, programs & data/Think Python - Allen Downey
Tiuelis titlajtlajtos náhuatl _ Puede hablar el náhuatl 	 497.45281  	 Language/Other languages/North American native languages/Tiuelis Titlajtlajtos Náhuatl = Puede Hablar El Náhuatl_ Náhuatl De Guerrero Y Español -
Tlingit 	 979.800497  	 History & geography/History of North America/Great Basin & Pacific Slope region/Tlingit Indians Of Alaska - Bishop of Tomsk Anatolīĭ, Sergei Kan
Tongan 	 863  	 Literature/Spanish & Portuguese literatures/Spanish fiction/Cien Años De Soledad - Gabriel García Márquez, Jacques Joset, Curt Meyer-Clason
Tunumiit oraasiat_ Tunumiut oqaasii The East Greenlandic Inuit language 	 497.1  	 Language/Other languages/North American native languages/Tunumiit Oraasiat =_ Tunumiut Oqaasii = The East Greenlandic Inuit Language - Louis-Jacques Dorais, Université Laval., Pierre Robbe
Urdu-Script 	 491.43982421  	 Language/Other languages/East Indo-European & Celtic languages/Beginner'S Urdu Script - Richard Delacy
Warlpiri 	 401.43  	 Language/Language/Philosophy & theory/The Semantics Of Polysemy_ Reading Meaning In English And Warlpiri - Inc ebrary, Nick Riemer
Webbots, Spiders, and Screen Scrapers 	 025.04  	 Computer science, information & general works/Library & information sciences/Library operations/Webbots, Spiders, And Screen Scrapers_ A Guide To Developing Internet Agents With PHP/CURL - Michael Schrenk
Wicked Cool Perl Scripts Useful Perl Scripts That Solve Difficult Problems 	 005.133  	 Computer science, information & general works/Computer science, knowledge & systems/Computer programming, programs & data/Wicked Cool Perl Scripts_ Useful Perl Scripts That Solve Difficult Problems - Steve Oualline
Windows Commands 	 005.446  	 Computer science, information & general works/Computer science, knowledge & systems/Computer programming, programs & data/PowerShell Essentials_ Windows Commands - Jamie Campbell
Women, Fire, and Dangerous Things 	 401.9  	 Language/Language/Philosophy & theory/Women, Fire, And Dangerous Things_ What Categories Reveal About The Mind - George 1941- Lakoff
Your First 100 Words in Pashto 	 491.593  	 Language/Other languages/East Indo-European & Celtic languages/Your First 100 Words In Pashto_ Pashto For Total Beginners Through Puzzles And Games - Mahmoud Gaafar, Jane Wightwick, Akhtarjan Kohistani, Akber Hargar
ZeroMQ 	 004.6  	 Computer science, information & general works/Computer science, knowledge & systems/Data processing & computer science/ZeroMQ - Faruk Akgul
